uniprot_name	uniprot_accessions	knownness	gene_name	protein_name	taxon_id	species	cluster_id	panther_group
THI3_YEAST	Q07471;D6VRR9;P89098	3.2	THI3	Thiamine metabolism regulatory protein THI3 (EC 4.1.1.72) (Keto isocaproate decarboxylase 1) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	559292	Saccharomyces cerevisiae	UKP00386	PTHR43452
NOC3_YEAST	Q07896;D6VY04;Q92280	5.8	NOC3	Nucleolar complex-associated protein 3	559292	Saccharomyces cerevisiae	UKP01768	PTHR14428
RLP24_YEAST	Q07915;D6VY11	4.5	RLP24	Ribosome biogenesis protein RLP24 (Ribosomal protein L24-like)	559292	Saccharomyces cerevisiae	UKP01613	PTHR10792
MTAP_YEAST	Q07938;D6VY19;E9P915;Q06899	5.8	MEU1	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase) (Multicopy enhancer of UAS2)	559292	Saccharomyces cerevisiae	UKP06807	PTHR42679
BUD20_YEAST	Q08004;D6VY75	3.0	BUD20	Bud site selection protein 20	559292	Saccharomyces cerevisiae	UKP08162	PTHR46095
THI20_YEAST	Q08224;D6W212;Q05664;Q6B2F0	7.1	THI20	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20 (EC 2.7.1.49) (EC 2.7.4.7) (EC 3.5.99.2) (Hydroxymethylpyrimidine kinase) (HMP kinase) (Hydroxymethylpyrimidine phosphate kinase) (HMP-P kinase) (HMP-phosphate kinase) (HMPP kinase)	559292	Saccharomyces cerevisiae	UKP01814	PTHR20858
RTC1_YEAST	Q08281;D6W1T1;Q92271	3.2	RTC1	Restriction of telomere capping protein 1 (SEH-associated protein 2)	559292	Saccharomyces cerevisiae	UKP10083	PTHR46200
SKI7_YEAST	Q08491;D6W2D9;O00032	10.8	SKI7	Superkiller protein 7	559292	Saccharomyces cerevisiae	UKP01510	PTHR23115
NAT5_YEAST	Q08689;D6W2V4	1.3	NAT5	N-alpha-acetyltransferase NAT5 (NatA complex subunit NAT5) (EC 2.3.1.258)	559292	Saccharomyces cerevisiae	UKP02180	PTHR42919
DDC1_YEAST	Q08949;D6W3H4	9.2	DDC1	DNA damage checkpoint protein 1	559292	Saccharomyces cerevisiae	UKP01700	PTHR15237
UPPS_YEAST	Q12063;D6VRG0	4.7	NUS1	Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Nuclear undecaprenyl pyrophosphate synthase 1)	559292	Saccharomyces cerevisiae	UKP00742	PTHR21528
PSF3_YEAST	Q12146;D6W1S3	3.5	PSF3	DNA replication complex GINS protein PSF3 (Partner of Sld five 3)	559292	Saccharomyces cerevisiae	UKP04605	PTHR22768
INP53_YEAST	Q12271;D6W2G8	7.1	INP53	Polyphosphatidylinositol phosphatase INP53 (Suppressor of PMA1 protein 2) (Synaptojanin-like protein 3) [Includes: SAC1-like phosphoinositide phosphatase (EC 3.1.3.-); Phosphatidylinositol 4,5-bisphosphate 5-phosphatase (EC 3.1.3.36)]	559292	Saccharomyces cerevisiae	UKP01810	PTHR11200
CLF1_YEAST	Q12309;D6VYB5	5.8	CLF1	Pre-mRNA-splicing factor CLF1 (Crooked neck-like factor 1) (PRP19-associated complex protein 77) (Synthetic lethal with CDC40 protein 3)	559292	Saccharomyces cerevisiae	UKP01736	PTHR11246
GYP5_YEAST	Q12344;D6W3C2	3.4	GYP5	GTPase-activating protein GYP5	559292	Saccharomyces cerevisiae	UKP05124	PTHR47219
NSI1_YEAST	Q12457;D6VS11	4.7	NSI1	RNA polymerase I termination factor (NTS1 silencing protein 1)	559292	Saccharomyces cerevisiae	UKP08059	PTHR46380
TRM11_YEAST	Q12463;D6W1U4	5.4	TRM11	tRNA (guanine(10)-N2)-methyltransferase (EC 2.1.1.214) (tRNA [Gm10] methyltransferase) (tRNA guanosine-2'-O-methyltransferase TRM11) (tRNA methylase 11)	559292	Saccharomyces cerevisiae	UKP05864	PTHR13370
PSF1_YEAST	Q12488;D6VRZ9	3.5	PSF1	DNA replication complex GINS protein PSF1 (Partner of Sld five 1)	559292	Saccharomyces cerevisiae	UKP04982	PTHR12914
SMC6_YEAST	Q12749;D6VZ18	10.3	SMC6	Structural maintenance of chromosomes protein 6 (DNA repair protein RHC18) (Rad18 homolog)	559292	Saccharomyces cerevisiae	UKP00816	PTHR19306
SUS1_YEAST	Q6WNK7;D6VQB1	11.0	SUS1	Transcription and mRNA export factor SUS1	559292	Saccharomyces cerevisiae	UKP00107	PTHR12514
MDM12_YEAST	Q92328;D6W258;Q08064	8.4	MDM12	Mitochondrial distribution and morphology protein 12 (Mitochondrial inheritance component MDM12)	559292	Saccharomyces cerevisiae	UKP12217	PTHR28204
NTPPA_YEAST	Q99210;D6W2H0	0.5	YOR111W	dTTP/UTP pyrophosphatase (dTTPase/UTPase) (EC 3.6.1.9) (Maf-like protein YOR111W) (Nucleoside triphosphate pyrophosphatase) (Nucleotide pyrophosphatase) (Nucleotide PPase)	559292	Saccharomyces cerevisiae	UKP05940	PTHR43213
OS9_YEAST	Q99220;D6VS43;Q04313	6.5	YOS9	Protein OS-9 homolog	559292	Saccharomyces cerevisiae	UKP04530	PTHR15414
DDP1_YEAST	Q99321;D6W2M1	9.6	DDP1	Diphosphoinositol polyphosphate phosphohydrolase DDP1 (EC 3.6.1.52) (Diadenosine 5',5'''-P1,P6-hexaphosphate hydrolase) (Ap6A hydrolase) (Diadenosine and diphosphoinositol polyphosphate phosphohydrolase 1) (Diadenosine hexaphosphate hydrolase (AMP-forming)) (EC 3.6.1.60) (Endopolyphosphatase) (EC 3.6.1.10)	559292	Saccharomyces cerevisiae	UKP01085	PTHR12629
CYC1_YEAST	P00044;D6VWL9	4.2	CYC1	Cytochrome c isoform 1 (Iso-1-cytochrome c) (Cytochrome c aerobic isoform)	559292	Saccharomyces cerevisiae	UKP02311	PTHR11961
RPAC1_YEAST	P07703;D6W4A9	9.8	RPC40	DNA-directed RNA polymerases I and III subunit RPAC1 (RNA polymerases I and III subunit AC1) (C37) (DNA-directed RNA polymerases I and III 40 kDa polypeptide) (AC40) (C40)	559292	Saccharomyces cerevisiae	UKP02002	PTHR11800
RPB2_YEAST	P08518;D6W2K8;Q12738;Q7Z9Y0	6.4	RPB2	DNA-directed RNA polymerase II subunit RPB2 (RNA polymerase II subunit 2) (EC 2.7.7.6) (B150) (DNA-directed RNA polymerase II 140 kDa polypeptide)	559292	Saccharomyces cerevisiae	UKP00014	PTHR20856
SWI1_YEAST	P09547;D6W3Z6	8.8	SWI1	SWI/SNF chromatin-remodeling complex subunit SWI1 (Regulatory protein GAM3) (SWI/SNF complex subunit SWI1) (Transcription regulatory protein ADR6) (Transcription regulatory protein SWI1)	559292	Saccharomyces cerevisiae	UKP07662	PTHR13964
RS28B_YEAST	P0C0X0;D6VYR1;P02380	4.9	RPS28B	Small ribosomal subunit protein eS28B (40S ribosomal protein S28-B) (S33) (YS27)	559292	Saccharomyces cerevisiae	UKP10081	PTHR10769
RL23A_YEAST	P0CX41;D3DM23;P04451	3.0	RPL23A	Large ribosomal subunit protein uL14A (60S ribosomal protein L23-A) (L17a) (YL32)	559292	Saccharomyces cerevisiae	UKP00060	PTHR11761
RL1A_YEAST	P0CX43;D6VU14;P53030	3.3	RPL1A	Large ribosomal subunit protein uL1A (60S ribosomal protein L1-A) (L10a)	559292	Saccharomyces cerevisiae	UKP00998	PTHR23105
HSP72_YEAST	P10592;D6VXY0	11.9	SSA2	Heat shock protein SSA2	559292	Saccharomyces cerevisiae	UKP00290	PTHR19375
RPA1_YEAST	P10964;D6W336;Q99330	8.3	RPA190	DNA-directed RNA polymerase I subunit RPA190 (EC 2.7.7.6) (DNA-directed RNA polymerase I 190 kDa polypeptide) (A190) (DNA-directed RNA polymerase I largest subunit)	559292	Saccharomyces cerevisiae	UKP00006	PTHR19376
INO1_YEAST	P11986;D6VW34	4.2	INO1	Inositol-3-phosphate synthase (MIP synthase) (EC 5.5.1.4) (Myo-inositol 1-phosphate synthase) (IPS) (MI-1-P synthase)	559292	Saccharomyces cerevisiae	UKP02305	PTHR11510
REV1_YEAST	P12689;D6W341;Q12323	7.6	REV1	DNA repair protein REV1 (EC 2.7.7.-) (Reversionless protein 1)	559292	Saccharomyces cerevisiae	UKP01910	PTHR45990
ATN1_YEAST	P13587;D6VS28	13.4	ENA1	Sodium/potassium exporting P-type ATPase 1 (EC 7.2.2.3)	559292	Saccharomyces cerevisiae	UKP00355	PTHR42861
DPOZ_YEAST	P14284;D6W3K1	5.3	REV3	DNA polymerase zeta catalytic subunit (EC 2.7.7.7) (Protein reversionless 3)	559292	Saccharomyces cerevisiae	UKP01550	PTHR45812
CSK21_YEAST	P15790;D6VVP7	10.4	CKA1	Casein kinase II subunit alpha (CK II subunit alpha) (EC 2.7.11.1)	559292	Saccharomyces cerevisiae	UKP02346	PTHR24054
ADT3_YEAST	P18238;D6VQ85	3.4	AAC3	ADP,ATP carrier protein 3 (ADP/ATP translocase 3) (Adenine nucleotide translocator 3) (ANT 3)	559292	Saccharomyces cerevisiae	UKP00136	PTHR45635
VATE_YEAST	P22203;D6W328	7.9	VMA4	V-type proton ATPase subunit E (V-ATPase subunit E) (V-ATPase 27 kDa subunit) (Vacuolar proton pump subunit E)	559292	Saccharomyces cerevisiae	UKP04509	PTHR45715
EXG1_YEAST	P23776;D6VYU4;Q9UR92	2.8	EXG1	Glucan 1,3-beta-glucosidase I/II (EC 3.2.1.58) (Exo-1,3-beta-glucanase I/II) (Soluble cell wall protein 6)	559292	Saccharomyces cerevisiae	UKP13346	PTHR31297
PSB3_YEAST	P25451;D3DM02	2.9	PUP3	Proteasome subunit beta type-3 (Macropain subunit PUP3) (Multicatalytic endopeptidase complex subunit PUP3) (Proteasome component PUP3)	559292	Saccharomyces cerevisiae	UKP00333	PTHR32194
STP22_YEAST	P25604;D6VR04;P87010;P87279;Q86ZT3;Q8NIM6	6.9	STP22	Suppressor protein STP22 of temperature-sensitive alpha-factor receptor and arginine permease (ESCRT-I complex subunit VPS23) (Vacuolar protein sorting-associated protein 23)	559292	Saccharomyces cerevisiae	UKP01963	PTHR23306
PDC6_YEAST	P26263;D6VUL9	5.8	PDC6	Pyruvate decarboxylase isozyme 3 (EC 4.1.1.-) (EC 4.1.1.43) (EC 4.1.1.72) (EC 4.1.1.74) (Thiamine pyrophosphate-dependent 2-oxo-acid decarboxylase) (2ODC)	559292	Saccharomyces cerevisiae	UKP00386	PTHR43452
RPB9_YEAST	P27999;D6VU72	9.0	RPB9	DNA-directed RNA polymerase II subunit RPB9 (RNA polymerase II subunit B9) (B12.6) (DNA-directed RNA polymerase II 14.2 kDa polypeptide) (DNA-directed RNA polymerase II subunit 9)	559292	Saccharomyces cerevisiae	UKP02517	PTHR11239
UBCX_YEAST	P29340;D6VUR5	7.4	PEX4	Ubiquitin-conjugating enzyme E2-21 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme PEX4) (Peroxin-4) (Ubiquitin carrier protein) (Ubiquitin-protein ligase)	559292	Saccharomyces cerevisiae	UKP01654	PTHR24067
BEM1_YEAST	P29366;D6VQJ6	6.2	BEM1	Bud emergence protein 1 (Suppressor of RHO3 protein 1)	559292	Saccharomyces cerevisiae	UKP07513	PTHR15706
MCM2_YEAST	P29469;D6VPX7	11.9	MCM2	DNA replication licensing factor MCM2 (EC 3.6.4.12) (Minichromosome maintenance protein 2)	559292	Saccharomyces cerevisiae	UKP00205	PTHR11630
MCM5_YEAST	P29496;D6VYS1	13.8	MCM5	Minichromosome maintenance protein 5 (EC 3.6.4.12) (Cell division control protein 46)	559292	Saccharomyces cerevisiae	UKP00205	PTHR11630
MCM4_YEAST	P30665;D6W429	14.8	MCM4	DNA replication licensing factor MCM4 (EC 3.6.4.12) (Cell division control protein 54)	559292	Saccharomyces cerevisiae	UKP00205	PTHR11630
NHP2_YEAST	P32495;D6VRE6	7.9	NHP2	H/ACA ribonucleoprotein complex subunit NHP2 (H/ACA snoRNP protein NHP2) (High mobility group-like nuclear protein 2)	559292	Saccharomyces cerevisiae	UKP00998	PTHR23105
ZUO1_YEAST	P32527;D6VV62	10.9	ZUO1	Zuotin (DnaJ-related protein ZUO1) (J protein ZUO1) (Heat shock protein 40 homolog ZUO1) (Ribosome-associated complex subunit ZUO1)	559292	Saccharomyces cerevisiae	UKP01741	PTHR43999
RPA12_YEAST	P32529;D6VWN4	9.6	RPA12	DNA-directed RNA polymerase I subunit RPA12 (A12) (A12.2) (DNA-directed RNA polymerase I 13.7 kDa polypeptide)	559292	Saccharomyces cerevisiae	UKP02517	PTHR11239
SWI3_YEAST	P32591;D6VW13	7.4	SWI3	SWI/SNF complex subunit SWI3 (Transcription factor TYE2) (Transcription regulatory protein SWI3)	559292	Saccharomyces cerevisiae	UKP01623	PTHR12802
TIM23_YEAST	P32897;D6W1J2	6.0	TIM23	Mitochondrial import inner membrane translocase subunit TIM23 (Membrane import machinery protein MIM23) (Mitochondrial protein import protein 3) (Mitochondrial protein import protein MAS6)	559292	Saccharomyces cerevisiae	UKP03786	PTHR15371
MNS1_YEAST	P32906;D6VWU9	3.7	MNS1	Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (Man(9)-alpha-mannosidase)	559292	Saccharomyces cerevisiae	UKP01222	PTHR11742
SUI1_YEAST	P32911;D6W0U9	7.9	SUI1	Eukaryotic translation initiation factor eIF-1 (Protein translation factor SUI1)	559292	Saccharomyces cerevisiae	UKP04166	PTHR10388
SRPR_YEAST	P32916;D6VSS1;Q05553	3.7	SRP101	Signal recognition particle receptor subunit alpha homolog (SR-alpha) (Docking protein alpha) (DP-alpha)	559292	Saccharomyces cerevisiae	UKP02431	PTHR43134
PRS6A_YEAST	P33297;D6W2H6	4.7	RPT5	26S proteasome regulatory subunit 6A (Tat-binding protein homolog 1) (TBP-1)	559292	Saccharomyces cerevisiae	UKP00645	PTHR23073
OSTB_YEAST	P33767;D3DLP5	3.7	WBP1	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit WBP1 (Oligosaccharyl transferase subunit WBP1) (Oligosaccharyl transferase subunit beta)	559292	Saccharomyces cerevisiae	UKP00558	PTHR10830
OSH1_YEAST	P35845;D6VPN6;P39555;P80234;Q86ZC4;Q86ZS1	8.9	SWH1	Oxysterol-binding protein homolog 1 (Oxysterol-binding protein-related protein 1) (ORP 1) (OSBP-related protein 1)	559292	Saccharomyces cerevisiae	UKP00955	PTHR10972
IF1A_YEAST	P38912;D6W086	10.6	TIF11	Eukaryotic translation initiation factor 1A (eIF-1A) (Eukaryotic translation initiation factor 4C) (eIF-4C)	559292	Saccharomyces cerevisiae	UKP02627	PTHR21668
SEC31_YEAST	P38968;D6VRF8	5.5	SEC31	Protein transport protein SEC31 (Protein WEB1)	559292	Saccharomyces cerevisiae	UKP03962	PTHR13923
SMC2_YEAST	P38989;D6VTR1	10.4	SMC2	Structural maintenance of chromosomes protein 2 (DA-box protein SMC2)	559292	Saccharomyces cerevisiae	UKP01354	PTHR43977
VATF_YEAST	P39111;D6VUF5	7.4	VMA7	V-type proton ATPase subunit F (V-ATPase subunit F) (V-ATPase 14 kDa subunit) (Vacuolar proton pump subunit F)	559292	Saccharomyces cerevisiae	UKP02112	PTHR13861
DHH1_YEAST	P39517;D6VRJ0	19.0	DHH1	ATP-dependent RNA helicase DHH1 (EC 3.6.4.13) (DExD/H-box helicase 1)	559292	Saccharomyces cerevisiae	UKP01655	PTHR47960
LSM4_YEAST	P40070;D3DM18;Q07091	10.9	LSM4	U6 snRNA-associated Sm-like protein LSm4 (Like-SM protein 4)	559292	Saccharomyces cerevisiae	UKP00263	PTHR23338
DDI1_YEAST	P40087;D3DM50	11.2	DDI1	DNA damage-inducible protein 1 (EC 3.4.23.-) (v-SNARE-master 1)	559292	Saccharomyces cerevisiae	UKP02491	PTHR12917
RPAB4_YEAST	P40422;D3DL93	18.1	RPC10	DNA-directed RNA polymerases I, II, and III subunit RPABC4 (RNA polymerases I, II, and III subunit ABC4) (ABC10-alpha)	559292	Saccharomyces cerevisiae	UKP07866	PTHR12056
ERG10_YEAST	P41338;D6W3Y5	3.9	ERG10	Acetyl-CoA acetyltransferase (EC 2.3.1.9) (Acetoacetyl-CoA thiolase) (Ergosterol biosynthesis protein 10)	559292	Saccharomyces cerevisiae	UKP05508	PTHR18919
ROK1_YEAST	P45818;D6VTY1	6.7	ROK1	ATP-dependent RNA helicase ROK1 (EC 3.6.4.13) (Rescuer of KEM1 protein 1)	559292	Saccharomyces cerevisiae	UKP01534	PTHR47959
MDV1_YEAST	P47025;D6VW72	5.6	MDV1	Mitochondrial division protein 1 (Mitochondria fission 2 protein)	559292	Saccharomyces cerevisiae	UKP04045	PTHR19857
VTC4_YEAST	P47075;D6VWG5;Q7Z872;Q86ZR4	12.0	VTC4	Vacuolar transporter chaperone complex subunit 4 (Phosphate metabolism protein 3) (Polyphosphate kinase) (SPX-dependent polyphosphate polymerase VTC subunit 4) (Vacuolar membrane polyphosphate polymerase catalytic subunit) (PolyP polymerase) (EC 2.7.4.1)	559292	Saccharomyces cerevisiae	UKP12356	PTHR46140
VATG_YEAST	P48836;D3DKY7	8.4	VMA10	V-type proton ATPase subunit G (V-ATPase subunit G) (V-ATPase 13 kDa subunit) (Vacuolar proton pump subunit G)	559292	Saccharomyces cerevisiae	UKP01876	PTHR12713
IMDH4_YEAST	P50094;D6VZB8;Q2VQW8	1.5	IMD4	Inosine-5'-monophosphate dehydrogenase 4 (IMP dehydrogenase 4) (IMPD 4) (IMPDH 4) (EC 1.1.1.205)	559292	Saccharomyces cerevisiae	UKP00360	PTHR11911
PRP43_YEAST	P53131;D6VU28	10.1	PRP43	Pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43 (EC 3.6.4.13) (Helicase JA1)	559292	Saccharomyces cerevisiae	UKP01336	PTHR18934
PRS10_YEAST	P53549;D6W2W0;Q08718	8.9	RPT4	26S proteasome subunit RPT4 (26S protease subunit SUG2) (Proteasomal cap subunit)	559292	Saccharomyces cerevisiae	UKP00645	PTHR23073
PAP2_YEAST	P53632;D6W1V2	25.8	PAP2	Poly(A) RNA polymerase protein 2 (EC 2.7.7.19) (DNA polymerase kappa) (DNA polymerase sigma) (Topoisomerase 1-related protein TRF4)	559292	Saccharomyces cerevisiae	UKP00620	PTHR23092
PDR16_YEAST	P53860;D6W0W1	10.1	PDR16	Phosphatidylinositol transfer protein PDR16 (PITP) (Pleiotropic drug resistance protein 16) (SEC14 homolog 3)	559292	Saccharomyces cerevisiae	UKP05980	PTHR45824
TIM10_YEAST	P87108;D3DKU9	5.1	TIM10	Mitochondrial import inner membrane translocase subunit TIM10 (Mitochondrial intermembrane protein MRS11)	559292	Saccharomyces cerevisiae	UKP07330	PTHR11038
RNT1_YEAST	Q02555;D6W065;Q04008;Q05038	13.2	RNT1	Ribonuclease 3 (EC 3.1.26.3) (Ribonuclease III) (RNase III)	559292	Saccharomyces cerevisiae	UKP01101	PTHR11207
VPS28_YEAST	Q02767;D6W3V0;E9P8X2;P87328	5.8	VPS28	Vacuolar protein sorting-associated protein 28 (ESCRT-I complex subunit VPS28)	559292	Saccharomyces cerevisiae	UKP02155	PTHR12937
PNG1_YEAST	Q02890;D6W3S1	4.6	PNG1	Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase (PNGase) (EC 3.5.1.52) (Peptide:N-glycanase 1) (yPNG1)	559292	Saccharomyces cerevisiae	UKP06754	PTHR12143
ISU1_YEAST	Q03020;D6W3N2	8.5	ISU1	Iron sulfur cluster assembly protein 1, mitochondrial (Iron sulfur cluster scaffold protein 1)	559292	Saccharomyces cerevisiae	UKP04606	PTHR10093
MSH6_YEAST	Q03834;D6VS82	10.6	MSH6	DNA mismatch repair protein MSH6 (MutS protein homolog 6) (Postmeiotic segregation protein 3)	559292	Saccharomyces cerevisiae	UKP01082	PTHR11361
RPC10_YEAST	Q04307;D6VS33;Q2VQW5	8.0	RPC11	DNA-directed RNA polymerase III subunit RPC10 (RNA polymerase III subunit C10) (DNA-directed RNA polymerases III 12.5 kDa polypeptide) (RNA polymerase III subunit C11)	559292	Saccharomyces cerevisiae	UKP02517	PTHR11239
POB3_YEAST	Q04636;D6VZA4	8.2	POB3	FACT complex subunit POB3 (Facilitates chromatin transcription complex subunit POB3)	559292	Saccharomyces cerevisiae	UKP00317	PTHR45849
UTP13_YEAST	Q05946;D6VYM2	6.1	UTP13	U3 small nucleolar RNA-associated protein 13 (U3 snoRNA-associated protein 13) (U three protein 13)	559292	Saccharomyces cerevisiae	UKP02585	PTHR19854
UTP21_YEAST	Q06078;D6VZ43	1.9	UTP21	U3 small nucleolar RNA-associated protein 21 (U3 snoRNA-associated protein 21) (U three protein 21)	559292	Saccharomyces cerevisiae	UKP05209	PTHR22840
BRE1_YEAST	Q07457;D6VRS5	12.3	BRE1	E3 ubiquitin-protein ligase BRE1 (EC 2.3.2.27) (Brefeldin A-sensitivity protein 1) (RING-type E3 ubiquitin transferase BRE1)	559292	Saccharomyces cerevisiae	UKP00099	PTHR23163
RCL1_YEAST	Q08096;D6W257	9.4	RCL1	RNA 3'-terminal phosphate cyclase-like protein	559292	Saccharomyces cerevisiae	UKP05234	PTHR11096
BBP_YEAST	Q12186;D6VYB4	5.2	MSL5	Branchpoint-bridging protein (Mud synthetic-lethal 5 protein) (Splicing factor 1) (Zinc finger protein BBP)	559292	Saccharomyces cerevisiae	UKP01261	PTHR11208
MDY2_YEAST	Q12285;D6W1V6	3.5	MDY2	Ubiquitin-like protein MDY2 (Golgi to ER traffic protein 5) (Mating-deficient protein 2) (Translation machinery-associated protein 24)	559292	Saccharomyces cerevisiae	UKP08598	PTHR46555
SODC_YEAST	P00445;D6VWS3;Q68HB2	13.3	SOD1	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1)	559292	Saccharomyces cerevisiae	UKP00193	PTHR10003
H2A1_YEAST	P04911;D6VSK7	5.0	HTA1	Histone H2A.1	559292	Saccharomyces cerevisiae	UKP01522	PTHR23430
PYR1_YEAST	P07259;A2TBN0;D6VW55;Q06HN1	8.6	URA2	Protein URA2 [Includes: Glutamine-dependent carbamoyl-phosphate synthase (EC 6.3.5.5); Aspartate carbamoyltransferase (EC 2.1.3.2)]	559292	Saccharomyces cerevisiae	UKP02212	PTHR11405
RL19A_YEAST	P0CX82;D6VPX3;P05735	3.0	RPL19A	Large ribosomal subunit protein eL19A (60S ribosomal protein L19-A) (L23) (RP15L) (RP33) (YL14)	559292	Saccharomyces cerevisiae	UKP02567	PTHR10722
DPOLA_YEAST	P13382;D6W177	11.1	POL1	DNA polymerase alpha catalytic subunit A (EC 2.7.7.7) (DNA polymerase I subunit A) (DNA polymerase alpha:primase complex p180 subunit) (DNA polymerase-primase complex p180 subunit) (Pol alpha-primase complex p180 subunit)	559292	Saccharomyces cerevisiae	UKP00191	PTHR45861
VATB_YEAST	P16140;D6VQC4;P32123	11.4	VMA2	V-type proton ATPase subunit B (V-ATPase subunit B) (V-ATPase 57 kDa subunit) (Vacuolar proton pump subunit B)	559292	Saccharomyces cerevisiae	UKP02636	PTHR43389
NCPR_YEAST	P16603;D3DKZ0	4.7	NCP1	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	559292	Saccharomyces cerevisiae	UKP00233	PTHR19384
UBA1_YEAST	P22515;D6VWZ3	3.6	UBA1	Ubiquitin-activating enzyme E1 1 (EC 6.2.1.45)	559292	Saccharomyces cerevisiae	UKP00091	PTHR10953
GBLP_YEAST	P38011;D6VZT9;Q6LAA5	14.9	ASC1	Small ribosomal subunit protein RACK1 (Guanine nucleotide-binding protein subunit beta-like protein) (Receptor for activated C kinase) (Receptor of activated protein kinase C 1) (RACK1)	559292	Saccharomyces cerevisiae	UKP02601	PTHR19868
VPS4_YEAST	P52917;D6W4H4	20.7	VPS4	Vacuolar protein sorting-associated protein 4 (DOA4-independent degradation protein 6) (Protein END13) (Vacuolar protein-targeting protein 10)	559292	Saccharomyces cerevisiae	UKP00241	PTHR23074
FRDA_YEAST	Q07540;D6VRN0	16.4	YFH1	Frataxin homolog, mitochondrial (EC 1.16.3.1) [Cleaved into: Frataxin homolog intermediate form]	559292	Saccharomyces cerevisiae	UKP03717	PTHR16821
GGPPS_YEAST	Q12051;D6W3U6	4.2	BTS1	Geranylgeranyl pyrophosphate synthase BTS1 (GGPP synthase) (GGPPSase) (EC 2.5.1.-) ((2E,6E)-farnesyl diphosphate synthase) (BET2 suppressor protein 1) (Dimethylallyltranstransferase) (EC 2.5.1.1) (Farnesyl diphosphate synthase) (Farnesyltranstransferase) (EC 2.5.1.29) (Geranylgeranyl diphosphate synthase) (Geranyltranstransferase) (EC 2.5.1.10)	559292	Saccharomyces cerevisiae	UKP01743	PTHR12001
H2AZ_YEAST	Q12692;D6W255	10.2	HTZ1	Histone H2A.Z	559292	Saccharomyces cerevisiae	UKP01522	PTHR23430
CET1_YEAST	O13297;D6W3E2;Q12197	5.0	CET1	mRNA-capping enzyme subunit beta (EC 3.6.1.74) (mRNA 5'-phosphatase) (mRNA 5'-triphosphate monophosphatase)	559292	Saccharomyces cerevisiae	UKP14048	PTHR28118
CYC7_YEAST	P00045;D3DLL0	3.4	CYC7	Cytochrome c isoform 2 (Iso-2-cytochrome c) (Cytochrome c hypoxic isoform)	559292	Saccharomyces cerevisiae	UKP02311	PTHR11961
RPC1_YEAST	P04051;D6W2H5	5.1	RPO31	DNA-directed RNA polymerase III subunit RPC1 (RNA polymerase III subunit C1) (EC 2.7.7.6) (DNA-directed RNA polymerase III largest subunit) (RNA polymerase III subunit C160)	559292	Saccharomyces cerevisiae	UKP00006	PTHR19376
KAPC_YEAST	P05986;D6VX33	9.5	TPK3	cAMP-dependent protein kinase type 3 (PKA 3) (EC 2.7.11.11)	559292	Saccharomyces cerevisiae	UKP02610	PTHR24353
CATT_YEAST	P06115;D6VUM0	3.6	CTT1	Catalase T (EC 1.11.1.6)	559292	Saccharomyces cerevisiae	UKP00092	PTHR11465
LEU1_YEAST	P06208;D6W175	4.0	LEU4	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	559292	Saccharomyces cerevisiae	UKP14134	PTHR46911
TYSY_YEAST	P06785;D6W2D7;Q12694	3.4	CDC21	Thymidylate synthase (TS) (TSase) (EC 2.1.1.45) (Cell division cycle protein 21) (Constitutive RNR3 transcription protein 9)	559292	Saccharomyces cerevisiae	UKP00296	PTHR11548
PIF1_YEAST	P07271;D6VZB2	19.2	PIF1	ATP-dependent DNA helicase PIF1 (EC 3.6.4.12) (DNA repair and recombination helicase PIF1) (Petite integration frequency protein 1) (Telomere stability protein 1)	559292	Saccharomyces cerevisiae	UKP06261	PTHR47642
MOD5_YEAST	P07884;D6W2X4;Q12203	6.5	MOD5	tRNA dimethylallyltransferase (DMATase) (EC 2.5.1.75) (Isopentenyl-diphosphate: tRNA isopentenyltransferase) (IPP transferase) (IPPT) (tRNA isopentenyltransferase) (IPTase)	559292	Saccharomyces cerevisiae	UKP02149	PTHR11088
LEUR_YEAST	P08638;D6VZ85	7.4	LEU3	Regulatory protein LEU3	559292	Saccharomyces cerevisiae	UKP14013	PTHR31845
ERF1_YEAST	P12385;D6VQD9	7.9	SUP45	Eukaryotic peptide chain release factor subunit 1 (Eukaryotic release factor 1) (eRF1) (Omnipotent suppressor protein 1)	559292	Saccharomyces cerevisiae	UKP02245	PTHR10113
